Matricula,Periodo de Ingresso,Forma de Ingresso,Curriculo,Estado Civil,Sexo,Idade Aproximada no Ingresso,Cor,Cota,Status,Tipo de Evasao,Periodo de Evasao
121110656,20211,SISU,2017,Casado,MASCULINO,33,Amarela,L9,INATIVO,CANCELAMENTO POR ABANDONO,2023.2
120210108,20202,SISU,2017,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2024.1
114110440,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2016.2
119110387,20191,SISU,2017,-,MASCULINO,19,N? declarada,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2019.2
114211270,20142,TRANSFERENCIA,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.2
111210446,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
120210558,20202,SISU,2017,Solteiro,MASCULINO,18,Branca,L5,ATIVO,REGULAR,-
120211086,20202,SISU,2017,Solteiro,MASCULINO,19,Branca,L1,ATIVO,REGULAR,-
112110955,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,GRADUADO,2018.1
119110305,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
119110342,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
120210791,20202,SISU,2017,Solteiro,FEMININO,19,Branca,-,ATIVO,REGULAR,-
120110389,20201,SISU,2017,Solteiro,MASCULINO,21,Branca,-,ATIVO,REGULAR,-
121110409,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
114210805,20142,SISU,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
112210996,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
119210167,20192,SISU,2017,Solteiro,FEMININO,19,Branca,-,INATIVO,GRADUADO,2023.2
120210014,20202,SISU,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2021.1
119210097,20192,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
118111428,20181,SISU,2017,Solteiro,MASCULINO,20,Parda,L5,INATIVO,CANCELAMENTO POR ABANDONO,2019.1
113210607,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2016.2
119110279,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
119210173,20192,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
112110002,20121,TRANSFERENCIA,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2016.2
118210694,20182,SISU,2017,Solteiro,FEMININO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2020.1
112210785,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
111210407,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2017.1
121110764,20211,SISU,2017,Solteiro,FEMININO,18,Branca,L5,ATIVO,REGULAR,-
111210414,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2019.1
112110024,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
113111434,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
112110047,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
114110460,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2
118210156,20182,SISU,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2020.2
114210708,20142,JUDICIAL,1999,Solteiro,MASCULINO,17,Branca,L1,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2015.2
111110116,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.1
119210158,20192,SISU,2017,Solteiro,MASCULINO,19,Amarela,-,INATIVO,GRADUADO,2023.2
111210096,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.2
114210798,20142,SISU,1999,Solteiro,MASCULINO,19,Preta,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
118110805,20181,SISU,2017,Solteiro,MASCULINO,18,Parda,L5,INATIVO,GRADUADO,2023.1
112110066,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,24,N? declarada,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
118110035,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2022.1
111110904,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
111210412,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Amarela,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
119110472,20191,SISU,2017,Solteiro,FEMININO,19,Parda,L2,INATIVO,GRADUADO,2024.1
112210056,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,20,Amarela,-,INATIVO,GRADUADO,2019.2
114111704,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,22,Preta,L2,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.1
113111808,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
112150453,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
114111088,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.1
118210560,20182,SISU,2017,Solteiro,MASCULINO,21,Parda,L6,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2018.2
112110057,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.1
113112115,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,25,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2017.1
111210430,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.2
112210449,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Amarela,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
111210669,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
119110365,20191,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2019.1
114110469,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Parda,-,INATIVO,GRADUADO,2019.1
120110880,20201,SISU,2017,Solteiro,MASCULINO,22,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.2
121110047,20211,SISU,2017,Solteiro,MASCULINO,18,Parda,-,ATIVO,REGULAR,-
114110495,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2019.1
120110391,20201,SISU,2017,Solteiro,MASCULINO,21,Branca,-,INATIVO,GRADUADO,2024.1
113110024,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2017.2
119210936,20192,TRANSFERENCIA,2017,Solteiro,MASCULINO,20,Parda,-,INATIVO,GRADUADO,2023.2
121210119,20212,SISU,2017,Solteiro,MASCULINO,21,Branca,-,ATIVO,REGULAR,-
114110436,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
119210431,20192,SISU,2017,Solteiro,MASCULINO,18,Amarela,-,INATIVO,GRADUADO,2024.2
111210398,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.2
111110082,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2011.1
114110433,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2016.1
120110788,20201,REOPCAO,2017,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2023.2
120110073,20201,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.1
112210077,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.2
113112121,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,21,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
112210869,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
119210073,20192,SISU,2017,Solteiro,FEMININO,20,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2021.1
118110237,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.2
112150725,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,GRADUADO,2018.1
113112290,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
111210396,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
118110405,20181,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2022.1
119110859,20191,SISU,2017,Solteiro,MASCULINO,17,Branca,-,INATIVO,GRADUADO,2023.2
112190045,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Preta,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.1
120210155,20202,SISU,2017,Casado,MASCULINO,28,Parda,-,INATIVO,GRADUADO,2024.1
112210089,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Branca,-,INATIVO,GRADUADO,2018.1
118210686,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.1
118110384,20181,SISU,2017,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2022.2
113210628,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,L5,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
112110949,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,GRADUADO,2017.1
113110004,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,N? declarada,L6,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
118110756,20181,SISU,2017,Solteiro,MASCULINO,28,Branca,L1,INATIVO,CANCELAMENTO POR ABANDONO,2019.1
112110936,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,22,Branca,-,INATIVO,GRADUADO,2018.1
121110394,20211,SISU,2017,Solteiro,FEMININO,18,Branca,-,ATIVO,REGULAR,-
112210783,20122,VESTIBULAR  ENEM,1999,Casado,MASCULINO,22,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
114210198,20142,SISU,1999,Solteiro,MASCULINO,23,Parda,L2,INATIVO,GRADUADO,2019.1
111110105,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2011.1
121210358,20212,SISU,2017,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2023.2
112210103,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,20,Branca,-,INATIVO,GRADUADO,2016.2
112210919,20122,TRANSFERENCIA,1999,Solteiro,MASCULINO,20,Amarela,-,INATIVO,GRADUADO,2017.1
112110933,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,22,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.1
111110925,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Parda,-,INATIVO,GRADUADO,2016.1
112110932,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.1
119210966,20192,GRADUADO,2017,Solteiro,MASCULINO,25,Parda,-,INATIVO,GRADUADO,2024.1
119110382,20191,SISU,2017,Solteiro,FEMININO,18,Branca,-,INATIVO,GRADUADO,2023.2
113210138,20132,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
118210425,20182,SISU,2017,Solteiro,FEMININO,27,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
111210448,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
112210777,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2017.1
120110403,20201,SISU,2017,Solteiro,MASCULINO,29,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
111210056,20112,VESTIBULAR  ENEM,1999,Casado,MASCULINO,20,Branca,-,INATIVO,GRADUADO,2016.1
113111449,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
113110068,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.1
112210993,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,20,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.2
112110048,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.2
113210142,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2020.1
112210640,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
120210004,20202,SISU,2017,Solteiro,FEMININO,18,Branca,-,ATIVO,REGULAR,-
121110466,20211,SISU,2017,Solteiro,MASCULINO,20,Parda,L2,ATIVO,REGULAR,-
113111414,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2015.1
118210886,20182,SISU,2017,Solteiro,FEMININO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2019.2
114110428,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.2
111210434,20112,VESTIBULAR  ENEM,1999,Casado,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
119110746,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,L5,INATIVO,GRADUADO,2023.2
113110913,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2
111210792,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2016.2
119110614,20191,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2024.2
113210154,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,L6,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.2
112210463,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,N? declarada,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.2
114211140,20142,SISU,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2015.2
114111090,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Preta,L6,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
118110744,20181,SISU,2017,Solteiro,MASCULINO,20,Branca,L1,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2020.1
112150451,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,20,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
111210872,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,GRADUADO,2016.1
112110917,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.2
119111441,20191,SISU,2017,Solteiro,MASCULINO,17,Branca,-,INATIVO,GRADUADO,2023.1
113210722,20132,REOPCAO,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
118210038,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
112210456,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,GRADUADO,2019.1
113210104,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
113110910,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
112150428,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
113110049,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Parda,-,INATIVO,GRADUADO,2018.1
111210665,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
111110090,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2016.1
118210468,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2024.2
118110400,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.1
111250014,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,N? declarada,-,INATIVO,GRADUADO,2018.2
113110017,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
114110496,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2015.1
119210986,20192,REOPCAO,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2024.1
111210410,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
121210662,20212,SISU,2017,Solteiro,MASCULINO,30,Parda,L2,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
114111521,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
111110121,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,GRADUADO,2015.2
111110895,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2016.2
112210790,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2016.2
112210650,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
111110933,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
118210158,20182,SISU,2017,Solteiro,MASCULINO,22,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
118111071,20181,SISU,2017,Solteiro,MASCULINO,28,Parda,L2,INATIVO,GRADUADO,2023.2
113210402,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.2
112210074,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.1
118210681,20182,SISU,2017,Solteiro,MASCULINO,20,Parda,-,INATIVO,GRADUADO,2024.1
111110091,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,16,Preta,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
112110934,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
120110407,20201,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
111210945,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Amarela,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.1
111110927,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Amarela,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2011.2
118210354,20182,SISU,2017,Solteiro,MASCULINO,23,Branca,L5,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2019.2
111210437,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.1
112110940,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2016.2
111110935,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,ATIVO,REGULAR,-
114111633,20141,REOPCAO,1999,Solteiro,MASCULINO,22,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.2
111110907,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Amarela,-,INATIVO,GRADUADO,2016.1
111110922,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2016.2
111210661,20112,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.1
119210508,20192,SISU,2017,Solteiro,MASCULINO,26,Parda,L2,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
111250009,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.1
112210434,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
114110415,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
114111590,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.1
119210822,20192,SISU,2017,Solteiro,FEMININO,27,Parda,L6,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2020.1
113210141,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,GRADUADO,2018.2
112210920,20122,TRANSFERENCIA,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2017.1
114110449,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2019.1
112150452,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
120210152,20202,SISU,2017,Solteiro,FEMININO,17,Branca,-,ATIVO,REGULAR,-
112110020,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,GRADUADO,2017.1
111110080,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2017.1
111210660,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Preta,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
112210065,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.1
111110083,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,GRADUADO,2015.1
111210411,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2019.1
119210458,20192,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
112190042,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2014.2
118210796,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,L1,INATIVO,GRADUADO,2023.2
112210105,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
111150285,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2012.2
111210401,20112,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Branca,-,INATIVO,GRADUADO,2018.1
111110132,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2011.1
111210653,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,GRADUADO,2016.1
112110092,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2
111150280,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.1
114210196,20142,SISU,1999,Solteiro,MASCULINO,19,Parda,L1,INATIVO,GRADUADO,2019.1
