ano_formatura_ensino_medio;termo_estado;idade;genero;estado_civil_alunos;nacionalidade;razao_inatividade;tipo_admissao;termo_admissao;politica_afirmativa;tipo_ensino_medio;codigo_curso;codigo_curricular;alunos_ativos;ex_alunos;alunos_inativos
2005;2015.1;37;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
1999;2016.1;43;masculino;casado;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2015.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2004;2016.1;38;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2006;2014.1;36;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
1997;2012.2;44;masculino;casado;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2007;2016.2;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2011;2017.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2016.1;30;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.2;32;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2016.2;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2011;2013.1;31;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2005;2016.1;36;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.1;29;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2005;2013.1;36;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2008;2013.1;33;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2006;2012.2;36;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2001;2012.2;39;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.1;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2004;2013.2;38;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.1;29;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2012.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2006;2014.1;36;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2011;2017.2;30;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2016.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2017.2;29;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2014.1;33;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.2;30;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2014.2;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2019.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2011;2017.2;30;masculino;solteiro;BRASILEIRA_POR_NATURALIZACAO;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2016.2;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.2;32;masculino;solteiro;BRASILEIRA_POR_NATURALIZACAO;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2014.1;29;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2014.1;33;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2003;2018.1;38;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2013.1;32;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.1;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2007;2013.2;33;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2000;2013.2;42;masculino;solteiro;BRASILEIRA;ABANDONO;reopcao;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2015.2;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;reopcao;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2014.2;30;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2012.2;30;feminino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2006;2012.2;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2017.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2015.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2002;2014.2;41;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2008;2015.1;33;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
1997;2012.1;45;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.1;31;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2003;2016.1;37;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2012.1;30;feminino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2007;2013.1;34;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.1;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2005;2012.1;36;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2018.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2012.2;29;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.2;31;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2005;2012.2;37;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.2;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2011;2016.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2016.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2013.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2003;2016.2;38;feminino;casado;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.2;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2014.1;30;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.1;30;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2014.2;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2006;2016.1;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2007;2015.2;34;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2014.2;33;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.1;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;MAJORITARIAMENTE_PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.1;30;feminino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.1;29;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2003;2013.1;38;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.2;29;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.1;29;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2014.1;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2012.2;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2012.1;33;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2006;2015.2;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2012.2;31;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2012.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2003;2015.1;37;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2011;2012.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2016.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2012.1;32;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2006;2012.2;39;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2007;2013.1;35;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2014.1;32;feminino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2012.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.1;33;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;MAJORITARIAMENTE_PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2002;2017.1;39;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2018.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2006;2014.1;35;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2012.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2005;2016.1;36;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2013.1;32;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.1;29;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2013.1;31;feminino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.1;29;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2006;2015.1;36;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2014.2;32;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2012.1;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2017.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.1;A0;MAJORITARIAMENTE_PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2000;2014.2;42;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.1;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.2;29;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.1;33;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2007;2019.2;33;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2016.2;29;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2006;2015.1;35;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2001;2013.2;40;feminino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2017.2;32;feminino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2009;2013.1;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2012.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2015.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2014.2;30;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2015.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2018.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2011;2013.1;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2009;2014.2;32;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2018.2;33;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2011;2016.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2014.2;31;feminino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2018.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2006;2014.2;34;feminino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2018.1;31;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2004;2013.1;38;feminino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.1;30;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.2;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2017.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2014.1;31;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.2;31;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.2;32;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2010;2014.2;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2015.1;32;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2016.1;32;feminino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2014.2;31;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2014.2;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2016.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2008;2016.1;34;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2018.1;29;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2011;2017.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2003;2015.2;38;masculino;casado;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2015.1;30;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
1995;2013.1;48;masculino;casado;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2013.2;33;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2017.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2017.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2010;2014.2;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.1;30;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2019.1;29;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2010;2019.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2009;2014.1;34;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2014.1;32;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2015.1;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2014.1;32;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2007;2015.1;34;feminino;solteiro;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2013.1;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.1;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2013.2;33;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2013.1;30;masculino;solteiro;BRASILEIRA;ABANDONO;vestibular;2012.2;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2005;2015.1;37;feminino;casado;BRASILEIRA;DESCONHECIDO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2011;2013.2;31;masculino;solteiro;BRASILEIRA;EXPULSAO;vestibular;2012.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2014.1;29;masculino;solteiro;BRASILEIRA;REINGRESSO;vestibular;2012.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
